Region/Country/Area,Country/Area name,Year,Variables,"Teaching staff at the primary, lower secondary and upper secondary levels"
226,Equatorial Guinea,2019,Teachers at primary level,"5,222"
232,Eritrea,2005,Teachers at primary level,"7,942"
232,Eritrea,2005,Teachers with minimum required qualifications at primary level,83.6
232,Eritrea,2005,Teachers at lower secondary level,"2,449"
232,Eritrea,2005,Teachers with minimum required qualifications at lower secondary level,28.9
232,Eritrea,2005,Teachers at upper secondary level,"1,776"
232,Eritrea,2005,Teachers with minimum required qualifications at upper secondary level,81.7
232,Eritrea,2010,Teachers at primary level,"7,535"
232,Eritrea,2010,Teachers with minimum required qualifications at primary level,93.8
232,Eritrea,2010,Teachers at lower secondary level,"3,680"
232,Eritrea,2010,Teachers with minimum required qualifications at lower secondary level,60.6
232,Eritrea,2010,Teachers at upper secondary level,"2,733"
232,Eritrea,2010,Teachers with minimum required qualifications at upper secondary level,75.2
232,Eritrea,2013,Teachers at primary level,"8,680"
232,Eritrea,2013,Teachers with minimum required qualifications at primary level,79.9
232,Eritrea,2013,Teachers at lower secondary level,"3,905"
232,Eritrea,2013,Teachers with minimum required qualifications at lower secondary level,85.7
232,Eritrea,2013,Teachers at upper secondary level,"3,076"
232,Eritrea,2013,Teachers with minimum required qualifications at upper secondary level,80.0
232,Eritrea,2014,Teachers at primary level,"8,515"
232,Eritrea,2014,Teachers with minimum required qualifications at primary level,70.7
232,Eritrea,2014,Teachers at lower secondary level,"3,735"
232,Eritrea,2014,Teachers at upper secondary level,"2,919"
232,Eritrea,2015,Teachers at primary level,"8,346"
232,Eritrea,2015,Teachers at lower secondary level,"3,563"
232,Eritrea,2015,Teachers at upper secondary level,"2,759"
232,Eritrea,2018,Teachers at primary level,"9,028"
232,Eritrea,2018,Teachers with minimum required qualifications at primary level,84.5
232,Eritrea,2018,Teachers at lower secondary level,"4,322"
232,Eritrea,2018,Teachers at upper secondary level,"3,114"
232,Eritrea,2019,Teachers at primary level,"9,375"
232,Eritrea,2019,Teachers at lower secondary level,"4,307"
232,Eritrea,2019,Teachers at upper secondary level,"2,898"
233,Estonia,2001,Teachers at primary level,"8,315"
233,Estonia,2001,Teachers at lower secondary level,"6,117"
233,Estonia,2001,Teachers at upper secondary level,"5,716"
233,Estonia,2010,Teachers at primary level,"6,223"
233,Estonia,2010,Teachers at lower secondary level,"5,003"
233,Estonia,2010,Teachers at upper secondary level,"5,878"
233,Estonia,2013,Teachers at primary level,"6,578"
233,Estonia,2013,Teachers at lower secondary level,"4,669"
233,Estonia,2013,Teachers at upper secondary level,"5,314"
233,Estonia,2018,Teachers at primary level,"7,662"
233,Estonia,2018,Teachers at lower secondary level,"4,449"
233,Estonia,2018,Teachers at upper secondary level,"4,235"
233,Estonia,2022,Teachers at primary level,"8,323"
233,Estonia,2022,Teachers at lower secondary level,"5,252"
748,Eswatini,2003,Teachers at primary level,"6,680"
748,Eswatini,2003,Teachers with minimum required qualifications at primary level,90.6
748,Eswatini,2003,Teachers at lower secondary level,"2,359"
748,Eswatini,2003,Teachers at upper secondary level,"1,325"
748,Eswatini,2005,Teachers at primary level,"6,741"
748,Eswatini,2005,Teachers with minimum required qualifications at primary level,90.8
748,Eswatini,2010,Teachers at primary level,"7,463"
748,Eswatini,2010,Teachers with minimum required qualifications at primary level,79.3
748,Eswatini,2015,Teachers at primary level,"8,752"
748,Eswatini,2015,Teachers with minimum required qualifications at primary level,82.1
748,Eswatini,2017,Teachers at primary level,"8,928"
748,Eswatini,2017,Teachers with minimum required qualifications at primary level,87.7
748,Eswatini,2019,Teachers at primary level,"9,139"
231,Ethiopia,2000,Teachers at primary level,"86,833"
231,Ethiopia,2000,Teachers at lower secondary level,"35,521"
231,Ethiopia,2009,Teachers at primary level,"234,215"
231,Ethiopia,2009,Teachers with minimum required qualifications at primary level,84.6
231,Ethiopia,2009,Teachers at lower secondary level,"67,355"
231,Ethiopia,2009,Teachers with minimum required qualifications at lower secondary level,73.4
231,Ethiopia,2009,Teachers at upper secondary level,"14,532"
231,Ethiopia,2009,Teachers with minimum required qualifications at upper secondary level,74.5
231,Ethiopia,2010,Teachers at primary level,"252,232"
231,Ethiopia,2010,Teachers at lower secondary level,"79,330"
231,Ethiopia,2010,Teachers with minimum required qualifications at lower secondary level,53.5
231,Ethiopia,2010,Teachers at upper secondary level,"18,330"
231,Ethiopia,2011,Teachers at primary level,"259,636"
231,Ethiopia,2011,Teachers at lower secondary level,"88,409"
231,Ethiopia,2011,Teachers with minimum required qualifications at lower secondary level,65.8
231,Ethiopia,2011,Teachers at upper secondary level,"24,199"
231,Ethiopia,2015,Teachers at upper secondary level,"18,220"
231,Ethiopia,2015,Teachers with minimum required qualifications at upper secondary level,100.0
231,Ethiopia,2020,Teachers at primary level,"537,596"
231,Ethiopia,2020,Teachers at lower secondary level,"87,157"
231,Ethiopia,2020,Teachers at upper secondary level,"36,166"
231,Ethiopia,2022,Teachers at primary level,"353,124"
242,Fiji,2004,Teachers at primary level,"4,029"
242,Fiji,2004,Teachers at lower secondary level,"3,022"
242,Fiji,2004,Teachers at upper secondary level,"1,536"
242,Fiji,2008,Teachers at primary level,"3,939"
242,Fiji,2008,Teachers with minimum required qualifications at primary level,97.8
242,Fiji,2008,Teachers at lower secondary level,"3,428"
242,Fiji,2008,Teachers at upper secondary level,"1,837"
242,Fiji,2008,Teachers with minimum required qualifications at upper secondary level,94.8
242,Fiji,2012,Teachers at primary level,"3,671"
242,Fiji,2012,Teachers with minimum required qualifications at primary level,100.0
242,Fiji,2012,Teachers at lower secondary level,"2,324"
242,Fiji,2012,Teachers with minimum required qualifications at lower secondary level,100.0
242,Fiji,2012,Teachers at upper secondary level,"2,717"
242,Fiji,2012,Teachers with minimum required qualifications at upper secondary level,100.0
242,Fiji,2022,Teachers at primary level,"6,322"
242,Fiji,2022,Teachers with minimum required qualifications at primary level,92.4
246,Finland,2005,Teachers at primary level,"24,577"
246,Finland,2005,Teachers at lower secondary level,"20,861"
246,Finland,2005,Teachers at upper secondary level,"21,121"
246,Finland,2010,Teachers at primary level,"24,736"
246,Finland,2010,Teachers at lower secondary level,"20,002"
246,Finland,2010,Teachers at upper secondary level,"23,074"
246,Finland,2014,Teachers at primary level,"26,385"
246,Finland,2014,Teachers at lower secondary level,"20,074"
246,Finland,2014,Teachers at upper secondary level,"22,011"
246,Finland,2022,Teachers at primary level,"28,606"
246,Finland,2022,Teachers at lower secondary level,"21,943"
246,Finland,2022,Teachers at upper secondary level,"20,104"
250,France,2005,Teachers at primary level,"216,411"
250,France,2005,Teachers at lower secondary level,"253,032"
250,France,2005,Teachers at upper secondary level,"275,030"
250,France,2010,Teachers at primary level,"234,098"
250,France,2010,Teachers at lower secondary level,"229,530"
250,France,2010,Teachers at upper secondary level,"233,642"
250,France,2013,Teachers at primary level,"229,471"
250,France,2013,Teachers at lower secondary level,"227,044"
250,France,2013,Teachers at upper secondary level,"230,005"
266,Gabon,2003,Teachers at primary level,"7,764"
266,Gabon,2003,Teachers with minimum required qualifications at primary level,100.0
266,Gabon,2011,Teachers at primary level,"12,961"
266,Gabon,2019,Teachers at primary level,"10,060"
266,Gabon,2019,Teachers with minimum required qualifications at primary level,52.0
270,Gambia,2000,Teachers at primary level,"4,664"
270,Gambia,2000,Teachers with minimum required qualifications at primary level,74.7
270,Gambia,2000,Teachers at lower secondary level,"1,726"
270,Gambia,2005,Teachers at primary level,"5,616"
270,Gambia,2005,Teachers at lower secondary level,"3,022"
270,Gambia,2009,Teachers at lower secondary level,"2,776"
270,Gambia,2010,Teachers at primary level,"6,110"
270,Gambia,2015,Teachers at primary level,"7,902"
270,Gambia,2015,Teachers with minimum required qualifications at primary level,85.8
270,Gambia,2015,Teachers at lower secondary level,"3,838"
270,Gambia,2015,Teachers with minimum required qualifications at lower secondary level,90.5
270,Gambia,2015,Teachers at upper secondary level,"2,098"
270,Gambia,2015,Teachers with minimum required qualifications at upper secondary level,94.0
270,Gambia,2021,Teachers at primary level,"12,116"
270,Gambia,2021,Teachers with minimum required qualifications at primary level,87.6
270,Gambia,2021,Teachers at lower secondary level,"8,446"
270,Gambia,2021,Teachers with minimum required qualifications at lower secondary level,68.5
270,Gambia,2021,Teachers at upper secondary level,"4,006"
270,Gambia,2021,Teachers with minimum required qualifications at upper secondary level,80.2
270,Gambia,2023,Teachers at primary level,"13,258"
270,Gambia,2023,Teachers at lower secondary level,"6,683"
268,Georgia,2000,Teachers at primary level,"17,714"
268,Georgia,2000,Teachers with minimum required qualifications at primary level,94.7
268,Georgia,2000,Teachers at lower secondary level,"40,590"
268,Georgia,2000,Teachers with minimum required qualifications at lower secondary level,76.8
268,Georgia,2000,Teachers at upper secondary level,"18,876"
268,Georgia,2000,Teachers with minimum required qualifications at upper secondary level,93.0
268,Georgia,2003,Teachers at primary level,"16,500"
268,Georgia,2003,Teachers with minimum required qualifications at primary level,97.4
268,Georgia,2009,Teachers at primary level,"33,511"
268,Georgia,2009,Teachers with minimum required qualifications at primary level,94.6
268,Georgia,2009,Teachers at lower secondary level,"22,108"
268,Georgia,2009,Teachers with minimum required qualifications at lower secondary level,94.6
268,Georgia,2009,Teachers at upper secondary level,"23,039"
268,Georgia,2009,Teachers with minimum required qualifications at upper secondary level,94.8
268,Georgia,2015,Teachers at primary level,"32,001"
268,Georgia,2015,Teachers at lower secondary level,"19,408"
268,Georgia,2015,Teachers at upper secondary level,"18,935"
268,Georgia,2020,Teachers at primary level,"32,616"
268,Georgia,2020,Teachers at lower secondary level,"17,455"
268,Georgia,2020,Teachers at upper secondary level,"25,294"
268,Georgia,2022,Teachers at primary level,"32,737"
268,Georgia,2022,Teachers at lower secondary level,"17,235"
276,Germany,2005,Teachers at primary level,"234,107"
276,Germany,2005,Teachers at lower secondary level,"418,898"
276,Germany,2005,Teachers at upper secondary level,"176,737"
276,Germany,2010,Teachers at primary level,"241,845"
276,Germany,2010,Teachers at lower secondary level,"410,129"
276,Germany,2010,Teachers at upper secondary level,"183,685"
276,Germany,2015,Teachers at primary level,"235,571"
276,Germany,2015,Teachers at lower secondary level,"411,404"
276,Germany,2015,Teachers at upper secondary level,"174,810"
276,Germany,2021,Teachers at primary level,"261,076"
276,Germany,2021,Teachers at lower secondary level,"422,682"
276,Germany,2021,Teachers at upper secondary level,"176,999"
288,Ghana,2005,Teachers at primary level,"89,278"
288,Ghana,2005,Teachers with minimum required qualifications at primary level,57.9
288,Ghana,2005,Teachers at lower secondary level,"55,958"
288,Ghana,2005,Teachers with minimum required qualifications at lower secondary level,70.7
288,Ghana,2005,Teachers at upper secondary level,"16,921"
288,Ghana,2005,Teachers with minimum required qualifications at upper secondary level,92.2
288,Ghana,2010,Teachers at primary level,"121,304"
288,Ghana,2010,Teachers with minimum required qualifications at primary level,50.6
288,Ghana,2010,Teachers at lower secondary level,"81,288"
288,Ghana,2010,Teachers with minimum required qualifications at lower secondary level,65.8
288,Ghana,2010,Teachers at upper secondary level,"30,964"
288,Ghana,2010,Teachers with minimum required qualifications at upper secondary level,82.6
288,Ghana,2015,Teachers at primary level,"138,928"
288,Ghana,2015,Teachers with minimum required qualifications at primary level,54.7
288,Ghana,2015,Teachers at lower secondary level,"103,358"
288,Ghana,2015,Teachers with minimum required qualifications at lower secondary level,69.8
