Region/Country/Area,Country/Area name,Year,Variables,"Ratio of girls to boys in primary, lower secondary and upper secondary education"
218,Ecuador,2015,Ratio of girls to boys in lower secondary education,1.03
218,Ecuador,2020,Ratio of girls to boys in lower secondary education,1.01
218,Ecuador,2021,Ratio of girls to boys in lower secondary education,1.00
218,Ecuador,2022,Ratio of girls to boys in lower secondary education,1.01
218,Ecuador,2005,Ratio of girls to boys in upper secondary education,1.07
218,Ecuador,2010,Ratio of girls to boys in upper secondary education,1.08
218,Ecuador,2015,Ratio of girls to boys in upper secondary education,1.05
218,Ecuador,2020,Ratio of girls to boys in upper secondary education,1.04
218,Ecuador,2021,Ratio of girls to boys in upper secondary education,1.04
218,Ecuador,2022,Ratio of girls to boys in upper secondary education,1.04
818,Egypt,1995,Ratio of girls to boys in primary education,0.89
818,Egypt,2005,Ratio of girls to boys in primary education,0.96
818,Egypt,2010,Ratio of girls to boys in primary education,0.96
818,Egypt,2020,Ratio of girls to boys in primary education,1.00
818,Egypt,2021,Ratio of girls to boys in primary education,1.00
818,Egypt,2022,Ratio of girls to boys in primary education,1.00
818,Egypt,1995,Ratio of girls to boys in lower secondary education,0.88
818,Egypt,2010,Ratio of girls to boys in lower secondary education,1.00
818,Egypt,2020,Ratio of girls to boys in lower secondary education,0.98
818,Egypt,2021,Ratio of girls to boys in lower secondary education,0.98
818,Egypt,1995,Ratio of girls to boys in upper secondary education,0.90
818,Egypt,2010,Ratio of girls to boys in upper secondary education,0.95
818,Egypt,2020,Ratio of girls to boys in upper secondary education,0.96
818,Egypt,2021,Ratio of girls to boys in upper secondary education,0.95
818,Egypt,2022,Ratio of girls to boys in upper secondary education,0.95
222,El Salvador,1995,Ratio of girls to boys in primary education,0.97
222,El Salvador,2005,Ratio of girls to boys in primary education,0.97
222,El Salvador,2010,Ratio of girls to boys in primary education,0.97
222,El Salvador,2015,Ratio of girls to boys in primary education,0.98
222,El Salvador,1995,Ratio of girls to boys in lower secondary education,1.02
222,El Salvador,2005,Ratio of girls to boys in lower secondary education,0.99
222,El Salvador,2010,Ratio of girls to boys in lower secondary education,1.01
222,El Salvador,2015,Ratio of girls to boys in lower secondary education,1.02
222,El Salvador,2005,Ratio of girls to boys in upper secondary education,1.03
222,El Salvador,2010,Ratio of girls to boys in upper secondary education,1.05
222,El Salvador,2015,Ratio of girls to boys in upper secondary education,1.08
222,El Salvador,2020,Ratio of girls to boys in upper secondary education,1.07
222,El Salvador,2021,Ratio of girls to boys in upper secondary education,1.12
226,Equatorial Guinea,2005,Ratio of girls to boys in primary education,0.96
226,Equatorial Guinea,2010,Ratio of girls to boys in primary education,1.02
226,Equatorial Guinea,2015,Ratio of girls to boys in primary education,1.00
226,Equatorial Guinea,2005,Ratio of girls to boys in lower secondary education,0.82
226,Equatorial Guinea,2015,Ratio of girls to boys in lower secondary education,1.07
226,Equatorial Guinea,2005,Ratio of girls to boys in upper secondary education,0.45
232,Eritrea,1995,Ratio of girls to boys in primary education,0.80
232,Eritrea,2005,Ratio of girls to boys in primary education,0.80
232,Eritrea,2010,Ratio of girls to boys in primary education,0.83
232,Eritrea,2015,Ratio of girls to boys in primary education,0.84
232,Eritrea,2005,Ratio of girls to boys in lower secondary education,0.64
232,Eritrea,2010,Ratio of girls to boys in lower secondary education,0.80
232,Eritrea,2015,Ratio of girls to boys in lower secondary education,0.83
232,Eritrea,2005,Ratio of girls to boys in upper secondary education,0.52
232,Eritrea,2010,Ratio of girls to boys in upper secondary education,0.71
232,Eritrea,2015,Ratio of girls to boys in upper secondary education,0.84
233,Estonia,1995,Ratio of girls to boys in primary education,0.98
233,Estonia,2005,Ratio of girls to boys in primary education,0.97
233,Estonia,2010,Ratio of girls to boys in primary education,0.99
233,Estonia,2015,Ratio of girls to boys in primary education,1.00
233,Estonia,2020,Ratio of girls to boys in primary education,0.99
233,Estonia,2021,Ratio of girls to boys in primary education,1.00
233,Estonia,2022,Ratio of girls to boys in primary education,1.00
233,Estonia,2005,Ratio of girls to boys in lower secondary education,0.96
233,Estonia,2010,Ratio of girls to boys in lower secondary education,0.95
233,Estonia,2015,Ratio of girls to boys in lower secondary education,0.98
233,Estonia,2020,Ratio of girls to boys in lower secondary education,0.99
233,Estonia,2021,Ratio of girls to boys in lower secondary education,0.99
233,Estonia,2022,Ratio of girls to boys in lower secondary education,0.99
233,Estonia,2005,Ratio of girls to boys in upper secondary education,1.10
233,Estonia,2010,Ratio of girls to boys in upper secondary education,1.04
233,Estonia,2015,Ratio of girls to boys in upper secondary education,1.03
233,Estonia,2020,Ratio of girls to boys in upper secondary education,1.09
233,Estonia,2021,Ratio of girls to boys in upper secondary education,1.08
233,Estonia,2022,Ratio of girls to boys in upper secondary education,1.08
748,Eswatini,1995,Ratio of girls to boys in primary education,0.98
748,Eswatini,2005,Ratio of girls to boys in primary education,0.90
748,Eswatini,2010,Ratio of girls to boys in primary education,0.89
748,Eswatini,2015,Ratio of girls to boys in primary education,0.90
748,Eswatini,2005,Ratio of girls to boys in lower secondary education,0.99
748,Eswatini,2010,Ratio of girls to boys in lower secondary education,0.95
748,Eswatini,2015,Ratio of girls to boys in lower secondary education,1.00
748,Eswatini,2005,Ratio of girls to boys in upper secondary education,0.88
748,Eswatini,2010,Ratio of girls to boys in upper secondary education,0.93
748,Eswatini,2015,Ratio of girls to boys in upper secondary education,0.97
231,Ethiopia,1995,Ratio of girls to boys in primary education,0.61
231,Ethiopia,2005,Ratio of girls to boys in primary education,0.85
231,Ethiopia,2010,Ratio of girls to boys in primary education,0.93
231,Ethiopia,2015,Ratio of girls to boys in primary education,0.92
231,Ethiopia,2020,Ratio of girls to boys in primary education,0.92
231,Ethiopia,2021,Ratio of girls to boys in primary education,0.92
231,Ethiopia,2022,Ratio of girls to boys in primary education,0.93
231,Ethiopia,1995,Ratio of girls to boys in lower secondary education,0.82
231,Ethiopia,2005,Ratio of girls to boys in lower secondary education,0.61
231,Ethiopia,2010,Ratio of girls to boys in lower secondary education,0.87
231,Ethiopia,2015,Ratio of girls to boys in lower secondary education,0.97
231,Ethiopia,2022,Ratio of girls to boys in lower secondary education,0.99
231,Ethiopia,1995,Ratio of girls to boys in upper secondary education,0.79
231,Ethiopia,2005,Ratio of girls to boys in upper secondary education,0.69
231,Ethiopia,2010,Ratio of girls to boys in upper secondary education,0.71
231,Ethiopia,2015,Ratio of girls to boys in upper secondary education,0.99
238,Falkland Islands (Malvinas),1995,Ratio of girls to boys in primary education,0.90
242,Fiji,1995,Ratio of girls to boys in primary education,0.99
242,Fiji,2015,Ratio of girls to boys in primary education,0.97
242,Fiji,2020,Ratio of girls to boys in primary education,0.95
242,Fiji,2021,Ratio of girls to boys in primary education,0.95
242,Fiji,2022,Ratio of girls to boys in primary education,0.95
242,Fiji,2010,Ratio of girls to boys in lower secondary education,1.03
242,Fiji,2015,Ratio of girls to boys in lower secondary education,1.00
242,Fiji,2020,Ratio of girls to boys in lower secondary education,0.95
242,Fiji,2021,Ratio of girls to boys in lower secondary education,0.95
242,Fiji,2022,Ratio of girls to boys in lower secondary education,0.79
242,Fiji,2015,Ratio of girls to boys in upper secondary education,1.13
242,Fiji,2020,Ratio of girls to boys in upper secondary education,1.18
242,Fiji,2021,Ratio of girls to boys in upper secondary education,1.17
242,Fiji,2022,Ratio of girls to boys in upper secondary education,1.16
246,Finland,1995,Ratio of girls to boys in primary education,1.00
246,Finland,2005,Ratio of girls to boys in primary education,0.99
246,Finland,2010,Ratio of girls to boys in primary education,0.99
246,Finland,2015,Ratio of girls to boys in primary education,0.99
246,Finland,2020,Ratio of girls to boys in primary education,1.00
246,Finland,2021,Ratio of girls to boys in primary education,1.00
246,Finland,2022,Ratio of girls to boys in primary education,1.00
246,Finland,1995,Ratio of girls to boys in lower secondary education,1.02
246,Finland,2005,Ratio of girls to boys in lower secondary education,1.00
246,Finland,2010,Ratio of girls to boys in lower secondary education,1.00
246,Finland,2015,Ratio of girls to boys in lower secondary education,1.00
246,Finland,2020,Ratio of girls to boys in lower secondary education,0.99
246,Finland,2021,Ratio of girls to boys in lower secondary education,0.99
246,Finland,2022,Ratio of girls to boys in lower secondary education,0.99
246,Finland,1995,Ratio of girls to boys in upper secondary education,1.21
246,Finland,2005,Ratio of girls to boys in upper secondary education,1.08
246,Finland,2010,Ratio of girls to boys in upper secondary education,1.09
246,Finland,2015,Ratio of girls to boys in upper secondary education,1.13
246,Finland,2020,Ratio of girls to boys in upper secondary education,1.14
246,Finland,2021,Ratio of girls to boys in upper secondary education,1.16
246,Finland,2022,Ratio of girls to boys in upper secondary education,1.16
250,France,1995,Ratio of girls to boys in primary education,0.98
250,France,2005,Ratio of girls to boys in primary education,0.99
250,France,2010,Ratio of girls to boys in primary education,0.99
250,France,2015,Ratio of girls to boys in primary education,0.99
250,France,2020,Ratio of girls to boys in primary education,0.99
250,France,2021,Ratio of girls to boys in primary education,0.99
250,France,2022,Ratio of girls to boys in primary education,1.00
250,France,1995,Ratio of girls to boys in lower secondary education,0.99
250,France,2005,Ratio of girls to boys in lower secondary education,0.99
250,France,2010,Ratio of girls to boys in lower secondary education,1.00
250,France,2015,Ratio of girls to boys in lower secondary education,1.00
250,France,2020,Ratio of girls to boys in lower secondary education,1.00
250,France,2021,Ratio of girls to boys in lower secondary education,1.00
250,France,2022,Ratio of girls to boys in lower secondary education,1.00
250,France,1995,Ratio of girls to boys in upper secondary education,0.99
250,France,2005,Ratio of girls to boys in upper secondary education,1.02
250,France,2010,Ratio of girls to boys in upper secondary education,1.03
250,France,2015,Ratio of girls to boys in upper secondary education,1.03
250,France,2020,Ratio of girls to boys in upper secondary education,1.01
250,France,2021,Ratio of girls to boys in upper secondary education,1.00
250,France,2022,Ratio of girls to boys in upper secondary education,1.01
254,French Guiana,1995,Ratio of girls to boys in primary education,0.97
258,French Polynesia,1995,Ratio of girls to boys in primary education,0.96
266,Gabon,1995,Ratio of girls to boys in primary education,0.98
270,Gambia,1995,Ratio of girls to boys in primary education,0.75
270,Gambia,2005,Ratio of girls to boys in primary education,1.03
270,Gambia,2010,Ratio of girls to boys in primary education,1.03
270,Gambia,2015,Ratio of girls to boys in primary education,1.07
270,Gambia,2020,Ratio of girls to boys in primary education,1.11
270,Gambia,2021,Ratio of girls to boys in primary education,1.12
270,Gambia,2022,Ratio of girls to boys in primary education,1.12
270,Gambia,2005,Ratio of girls to boys in lower secondary education,0.87
270,Gambia,2010,Ratio of girls to boys in lower secondary education,1.03
270,Gambia,2015,Ratio of girls to boys in lower secondary education,1.04
270,Gambia,2020,Ratio of girls to boys in lower secondary education,1.16
270,Gambia,2021,Ratio of girls to boys in lower secondary education,1.17
270,Gambia,2022,Ratio of girls to boys in lower secondary education,1.20
270,Gambia,2010,Ratio of girls to boys in upper secondary education,0.86
270,Gambia,2021,Ratio of girls to boys in upper secondary education,1.15
268,Georgia,1995,Ratio of girls to boys in primary education,0.94
268,Georgia,2005,Ratio of girls to boys in primary education,0.98
268,Georgia,2010,Ratio of girls to boys in primary education,0.97
268,Georgia,2015,Ratio of girls to boys in primary education,0.97
268,Georgia,2020,Ratio of girls to boys in primary education,0.98
268,Georgia,2021,Ratio of girls to boys in primary education,0.99
268,Georgia,2022,Ratio of girls to boys in primary education,1.00
268,Georgia,2005,Ratio of girls to boys in lower secondary education,0.97
268,Georgia,2010,Ratio of girls to boys in lower secondary education,0.97
268,Georgia,2015,Ratio of girls to boys in lower secondary education,0.96
268,Georgia,2020,Ratio of girls to boys in lower secondary education,0.98
268,Georgia,2021,Ratio of girls to boys in lower secondary education,0.97
268,Georgia,2022,Ratio of girls to boys in lower secondary education,0.97
